TKR,C/P,STRIKE,OPTKR,EXPDAY,lag_1_optkr,lag_1_stk,lag_1_pct_chg,lag_0_optkr,lag_0_stk,lag_0_pct_chg,lead_0_optkr,lead_0_stk,lead_0_pct_chg,lead_1_optkr,lead_1_stk,lead_1_pct_chg
BRKB,P,250,BRKB  210618P00250000,2021-06-18,BRKB  210618P00225000,225,11.1111111111111,BRKB  210618P00240000,240,4.16666666666667,BRKB  210618P00260000,260,-3.84615384615385,BRKB  210618P00270000,270,-7.40740740740741
BRKB,P,260,BRKB  210618P00260000,2021-06-18,BRKB  210618P00240000,240,8.33333333333333,BRKB  210618P00250000,250,4,BRKB  210618P00270000,270,-3.7037037037037,BRKB  210618P00280000,280,-7.14285714285714
BRKB,P,270,BRKB  210618P00270000,2021-06-18,BRKB  210618P00250000,250,8,BRKB  210618P00260000,260,3.84615384615385,BRKB  210618P00280000,280,-3.57142857142857,"",292.89,-7.81522073133258
BRKB,P,280,BRKB  210618P00280000,2021-06-18,BRKB  210618P00260000,260,7.69230769230769,BRKB  210618P00270000,270,3.7037037037037,"",292.89,-4.40096964730786,BRKB  210618P00300000,300,-6.66666666666667
BUD,C,76.77,"",2021-06-18,BUD   210618C00070000,70,9.67142857142857,BUD   210618C00075000,75,2.35999999999999,BUD   210618C00085000,85,-9.68235294117648,BUD   210618C00105000,105,-26.8857142857143
BX,P,70,BX    210618P00070000,2021-06-18,BX    210618P00045000,45,55.5555555555556,BX    210618P00050000,50,40,BX    210618P00090000,90,-22.2222222222222,"",93.29,-24.9651623968271
BYND,C,145,BYND  210618C00145000,2021-06-18,BYND  210618C00130000,130,11.5384615384615,BYND  210618C00140000,140,3.57142857142857,"",145.88,-0.603235536057049,BYND  210618C00150000,150,-3.33333333333333
BYND,C,145.88,"",2021-06-18,BYND  210618C00140000,140,4.20000000000002,BYND  210618C00145000,145,0.606896551724154,BYND  210618C00150000,150,-2.74666666666665,BYND  210618C00155000,155,-5.88387096774192
BYND,C,150,BYND  210618C00150000,2021-06-18,BYND  210618C00145000,145,3.44827586206897,"",145.88,2.82423910063064,BYND  210618C00155000,155,-3.2258064516129,BYND  210618C00165000,165,-9.09090909090909
BYND,C,155,BYND  210618C00155000,2021-06-18,"",145.88,6.25171373731833,BYND  210618C00150000,150,3.33333333333333,BYND  210618C00165000,165,-6.06060606060606,BYND  210618C00180000,180,-13.8888888888889
BYND,C,165,BYND  210618C00165000,2021-06-18,BYND  210618C00150000,150,10,BYND  210618C00155000,155,6.45161290322581,BYND  210618C00180000,180,-8.33333333333333,BYND  210618C00200000,200,-17.5
BYND,P,105,BYND  210618P00105000,2021-06-18,BYND  210618P00080000,80,31.25,BYND  210618P00100000,100,5,BYND  210618P00110000,110,-4.54545454545455,BYND  210618P00115000,115,-8.69565217391304
BYND,P,110,BYND  210618P00110000,2021-06-18,BYND  210618P00100000,100,10,BYND  210618P00105000,105,4.76190476190476,BYND  210618P00115000,115,-4.34782608695652,BYND  210618P00120000,120,-8.33333333333333
BYND,P,115,BYND  210618P00115000,2021-06-18,BYND  210618P00105000,105,9.52380952380952,BYND  210618P00110000,110,4.54545454545455,BYND  210618P00120000,120,-4.16666666666667,BYND  210618P00125000,125,-8
BYND,P,120,BYND  210618P00120000,2021-06-18,BYND  210618P00110000,110,9.09090909090909,BYND  210618P00115000,115,4.34782608695652,BYND  210618P00125000,125,-4,BYND  210618P00130000,130,-7.69230769230769
BYND,P,125,BYND  210618P00125000,2021-06-18,BYND  210618P00115000,115,8.69565217391304,BYND  210618P00120000,120,4.16666666666667,BYND  210618P00130000,130,-3.84615384615385,BYND  210618P00135000,135,-7.40740740740741
BYND,P,130,BYND  210618P00130000,2021-06-18,BYND  210618P00120000,120,8.33333333333333,BYND  210618P00125000,125,4,BYND  210618P00135000,135,-3.7037037037037,BYND  210618P00140000,140,-7.14285714285714
BYND,P,135,BYND  210618P00135000,2021-06-18,BYND  210618P00125000,125,8,BYND  210618P00130000,130,3.84615384615385,BYND  210618P00140000,140,-3.57142857142857,BYND  210618P00145000,145,-6.89655172413793
BYND,P,140,BYND  210618P00140000,2021-06-18,BYND  210618P00130000,130,7.69230769230769,BYND  210618P00135000,135,3.7037037037037,BYND  210618P00145000,145,-3.44827586206897,"",145.88,-4.03071017274474
BYND,P,145,BYND  210618P00145000,2021-06-18,BYND  210618P00135000,135,7.40740740740741,BYND  210618P00140000,140,3.57142857142857,"",145.88,-0.603235536057049,BYND  210618P00150000,150,-3.33333333333333
BYND,P,145.88,"",2021-06-18,BYND  210618P00140000,140,4.20000000000002,BYND  210618P00145000,145,0.606896551724154,BYND  210618P00150000,150,-2.74666666666665,BYND  210618P00155000,155,-5.88387096774192
BYND,P,110,BYND  210820P00110000,2021-08-20,BYND  210820P00100000,100,10,BYND  210820P00105000,105,4.76190476190476,BYND  210820P00115000,115,-4.34782608695652,BYND  210820P00120000,120,-8.33333333333333
BYND,P,115,BYND  210820P00115000,2021-08-20,BYND  210820P00105000,105,9.52380952380952,BYND  210820P00110000,110,4.54545454545455,BYND  210820P00120000,120,-4.16666666666667,BYND  210820P00125000,125,-8
BYND,P,120,BYND  210820P00120000,2021-08-20,BYND  210820P00110000,110,9.09090909090909,BYND  210820P00115000,115,4.34782608695652,BYND  210820P00125000,125,-4,"",145.88,-17.7406087194955
C,C,65,C     210618C00065000,2021-06-18,C     210618C00052500,52.5,23.8095238095238,C     210618C00060000,60,8.33333333333333,C     210618C00067500,67.5,-3.7037037037037,C     210618C00070000,70,-7.14285714285714
C,C,67.5,C     210618C00067500,2021-06-18,C     210618C00060000,60,12.5,C     210618C00065000,65,3.84615384615385,C     210618C00070000,70,-3.57142857142857,C     210618C00072500,72.5,-6.89655172413793
C,C,70,C     210618C00070000,2021-06-18,C     210618C00065000,65,7.69230769230769,C     210618C00067500,67.5,3.7037037037037,C     210618C00072500,72.5,-3.44827586206897,C     210618C00075000,75,-6.66666666666667
C,C,72.5,C     210618C00072500,2021-06-18,C     210618C00067500,67.5,7.40740740740741,C     210618C00070000,70,3.57142857142857,C     210618C00075000,75,-3.33333333333333,C     210618C00077500,77.5,-6.45161290322581
C,C,75,C     210618C00075000,2021-06-18,C     210618C00070000,70,7.14285714285714,C     210618C00072500,72.5,3.44827586206897,C     210618C00077500,77.5,-3.2258064516129,"",79.59,-5.76705616283453
C,C,77.5,C     210618C00077500,2021-06-18,C     210618C00072500,72.5,6.89655172413793,C     210618C00075000,75,3.33333333333333,"",79.59,-2.62595803492902,C     210618C00080000,80,-3.125
C,C,79.59,"",2021-06-18,C     210618C00075000,75,6.12000000000001,C     210618C00077500,77.5,2.69677419354839,C     210618C00080000,80,-0.512499999999996,C     210618C00082500,82.5,-3.52727272727272
C,C,80,C     210618C00080000,2021-06-18,C     210618C00077500,77.5,3.2258064516129,"",79.59,0.5151400929765,C     210618C00082500,82.5,-3.03030303030303,C     210618C00085000,85,-5.88235294117647
C,P,35,C     210618P00035000,2021-06-18,C     210618P00030000,30,16.6666666666667,C     210618P00032500,32.5,7.69230769230769,C     210618P00037500,37.5,-6.66666666666667,C     210618P00040000,40,-12.5
C,P,37.5,C     210618P00037500,2021-06-18,C     210618P00032500,32.5,15.3846153846154,C     210618P00035000,35,7.14285714285714,C     210618P00040000,40,-6.25,C     210618P00042500,42.5,-11.7647058823529
C,P,40,C     210618P00040000,2021-06-18,C     210618P00035000,35,14.2857142857143,C     210618P00037500,37.5,6.66666666666667,C     210618P00042500,42.5,-5.88235294117647,C     210618P00045000,45,-11.1111111111111
C,P,42.5,C     210618P00042500,2021-06-18,C     210618P00037500,37.5,13.3333333333333,C     210618P00040000,40,6.25,C     210618P00045000,45,-5.55555555555556,C     210618P00047500,47.5,-10.5263157894737
C,P,45,C     210618P00045000,2021-06-18,C     210618P00040000,40,12.5,C     210618P00042500,42.5,5.88235294117647,C     210618P00047500,47.5,-5.26315789473684,C     210618P00050000,50,-10
C,P,47.5,C     210618P00047500,2021-06-18,C     210618P00042500,42.5,11.7647058823529,C     210618P00045000,45,5.55555555555556,C     210618P00050000,50,-5,C     210618P00052500,52.5,-9.52380952380952
C,P,50,C     210618P00050000,2021-06-18,C     210618P00045000,45,11.1111111111111,C     210618P00047500,47.5,5.26315789473684,C     210618P00052500,52.5,-4.76190476190476,C     210618P00055000,55,-9.09090909090909
C,P,52.5,C     210618P00052500,2021-06-18,C     210618P00047500,47.5,10.5263157894737,C     210618P00050000,50,5,C     210618P00055000,55,-4.54545454545455,C     210618P00057500,57.5,-8.69565217391304
C,P,55,C     210618P00055000,2021-06-18,C     210618P00050000,50,10,C     210618P00052500,52.5,4.76190476190476,C     210618P00057500,57.5,-4.34782608695652,C     210618P00060000,60,-8.33333333333333
C,P,57.5,C     210618P00057500,2021-06-18,C     210618P00052500,52.5,9.52380952380952,C     210618P00055000,55,4.54545454545455,C     210618P00060000,60,-4.16666666666667,C     210618P00062500,62.5,-8
C,P,60,C     210618P00060000,2021-06-18,C     210618P00055000,55,9.09090909090909,C     210618P00057500,57.5,4.34782608695652,C     210618P00062500,62.5,-4,C     210618P00065000,65,-7.69230769230769
C,P,62.5,C     210618P00062500,2021-06-18,C     210618P00057500,57.5,8.69565217391304,C     210618P00060000,60,4.16666666666667,C     210618P00065000,65,-3.84615384615385,C     210618P00067500,67.5,-7.40740740740741
C,P,65,C     210618P00065000,2021-06-18,C     210618P00060000,60,8.33333333333333,C     210618P00062500,62.5,4,C     210618P00067500,67.5,-3.7037037037037,C     210618P00070000,70,-7.14285714285714
C,P,67.5,C     210618P00067500,2021-06-18,C     210618P00062500,62.5,8,C     210618P00065000,65,3.84615384615385,C     210618P00070000,70,-3.57142857142857,C     210618P00072500,72.5,-6.89655172413793
C,P,70,C     210618P00070000,2021-06-18,C     210618P00065000,65,7.69230769230769,C     210618P00067500,67.5,3.7037037037037,C     210618P00072500,72.5,-3.44827586206897,C     210618P00075000,75,-6.66666666666667
C,P,72.5,C     210618P00072500,2021-06-18,C     210618P00067500,67.5,7.40740740740741,C     210618P00070000,70,3.57142857142857,C     210618P00075000,75,-3.33333333333333,C     210618P00077500,77.5,-6.45161290322581
C,P,75,C     210618P00075000,2021-06-18,C     210618P00070000,70,7.14285714285714,C     210618P00072500,72.5,3.44827586206897,C     210618P00077500,77.5,-3.2258064516129,"",79.59,-5.76705616283453
C,P,77.5,C     210618P00077500,2021-06-18,C     210618P00072500,72.5,6.89655172413793,C     210618P00075000,75,3.33333333333333,"",79.59,-2.62595803492902,C     210618P00080000,80,-3.125
C,C,75,C     210716C00075000,2021-07-16,C     210716C00070000,70,7.14285714285714,C     210716C00072500,72.5,3.44827586206897,C     210716C00077500,77.5,-3.2258064516129,"",79.59,-5.76705616283453
C,C,77.5,C     210716C00077500,2021-07-16,C     210716C00072500,72.5,6.89655172413793,C     210716C00075000,75,3.33333333333333,"",79.59,-2.62595803492902,C     210716C00080000,80,-3.125
C,C,79.59,"",2021-07-16,C     210716C00075000,75,6.12000000000001,C     210716C00077500,77.5,2.69677419354839,C     210716C00080000,80,-0.512499999999996,C     210716C00082500,82.5,-3.52727272727272
C,C,80,C     210716C00080000,2021-07-16,C     210716C00077500,77.5,3.2258064516129,"",79.59,0.5151400929765,C     210716C00082500,82.5,-3.03030303030303,C     210716C00085000,85,-5.88235294117647
C,C,82.5,C     210716C00082500,2021-07-16,"",79.59,3.65623822088202,C     210716C00080000,80,3.125,C     210716C00085000,85,-2.94117647058824,C     210716C00090000,90,-8.33333333333333
C,P,62.5,C     210716P00062500,2021-07-16,C     210716P00057500,57.5,8.69565217391304,C     210716P00060000,60,4.16666666666667,C     210716P00065000,65,-3.84615384615385,C     210716P00067500,67.5,-7.40740740740741
C,P,65,C     210716P00065000,2021-07-16,C     210716P00060000,60,8.33333333333333,C     210716P00062500,62.5,4,C     210716P00067500,67.5,-3.7037037037037,C     210716P00070000,70,-7.14285714285714
C,P,67.5,C     210716P00067500,2021-07-16,C     210716P00062500,62.5,8,C     210716P00065000,65,3.84615384615385,C     210716P00070000,70,-3.57142857142857,C     210716P00072500,72.5,-6.89655172413793
C,P,70,C     210716P00070000,2021-07-16,C     210716P00065000,65,7.69230769230769,C     210716P00067500,67.5,3.7037037037037,C     210716P00072500,72.5,-3.44827586206897,C     210716P00075000,75,-6.66666666666667
C,P,72.5,C     210716P00072500,2021-07-16,C     210716P00067500,67.5,7.40740740740741,C     210716P00070000,70,3.57142857142857,C     210716P00075000,75,-3.33333333333333,C     210716P00077500,77.5,-6.45161290322581
C,P,75,C     210716P00075000,2021-07-16,C     210716P00070000,70,7.14285714285714,C     210716P00072500,72.5,3.44827586206897,C     210716P00077500,77.5,-3.2258064516129,"",79.59,-5.76705616283453
C,P,77.5,C     210716P00077500,2021-07-16,C     210716P00072500,72.5,6.89655172413793,C     210716P00075000,75,3.33333333333333,"",79.59,-2.62595803492902,C     210716P00080000,80,-3.125
CAN,C,12.5,CAN   210618C00012500,2021-06-18,CAN   210618C00010000,10,25,"",10.91,14.5737855178735,CAN   210618C00015000,15,-16.6666666666667,CAN   210618C00017500,17.5,-28.5714285714286
CAN,C,15,CAN   210618C00015000,2021-06-18,"",10.91,37.4885426214482,CAN   210618C00012500,12.5,20,CAN   210618C00017500,17.5,-14.2857142857143,CAN   210618C00020000,20,-25
CAN,C,17.5,CAN   210618C00017500,2021-06-18,CAN   210618C00012500,12.5,40,CAN   210618C00015000,15,16.6666666666667,CAN   210618C00020000,20,-12.5,CAN   210618C00025000,25,-30
CAN,C,10.91,"",2021-07-16,CAN   210716C00007500,7.5,45.4666666666667,CAN   210716C00010000,10,9.1,CAN   210716C00012500,12.5,-12.72,CAN   210716C00015000,15,-27.2666666666667
CAN,C,12.5,CAN   210716C00012500,2021-07-16,CAN   210716C00010000,10,25,"",10.91,14.5737855178735,CAN   210716C00015000,15,-16.6666666666667,CAN   210716C00017500,17.5,-28.5714285714286
CAN,C,15,CAN   210716C00015000,2021-07-16,"",10.91,37.4885426214482,CAN   210716C00012500,12.5,20,CAN   210716C00017500,17.5,-14.2857142857143,CAN   210716C00020000,20,-25
CAN,C,17.5,CAN   210716C00017500,2021-07-16,CAN   210716C00012500,12.5,40,CAN   210716C00015000,15,16.6666666666667,CAN   210716C00020000,20,-12.5,CAN   210716C00022500,22.5,-22.2222222222222
CAN,C,20,CAN   210716C00020000,2021-07-16,CAN   210716C00015000,15,33.3333333333333,CAN   210716C00017500,17.5,14.2857142857143,CAN   210716C00022500,22.5,-11.1111111111111,CAN   210716C00025000,25,-20
CAT,C,244.07,"",2021-06-18,CAT   210618C00230000,230,6.11739130434782,CAT   210618C00240000,240,1.69583333333333,CAT   210618C00250000,250,-2.372,CAT   210618C00260000,260,-6.12692307692308
CAT,P,220,CAT   210618P00220000,2021-06-18,CAT   210618P00130000,130,69.2307692307692,CAT   210618P00200000,200,10,CAT   210618P00230000,230,-4.34782608695652,"",244.07,-9.86192485762281
CBAT,C,7.5,CBAT  210716C00007500,2021-07-16,"",4.39,70.8428246013668,CBAT  210716C00005000,5,50,CBAT  210716C00010000,10,-25,CBAT  210716C00012500,12.5,-40
CBAT,C,10,CBAT  210716C00010000,2021-07-16,CBAT  210716C00005000,5,100,CBAT  210716C00007500,7.5,33.3333333333333,CBAT  210716C00012500,12.5,-20,CBAT  210716C00015000,15,-33.3333333333333
CBAT,C,12.5,CBAT  210716C00012500,2021-07-16,CBAT  210716C00007500,7.5,66.6666666666667,CBAT  210716C00010000,10,25,CBAT  210716C00015000,15,-16.6666666666667,CBAT  210716C00017500,17.5,-28.5714285714286
CCL,C,27.5,CCL   210618C00027500,2021-06-18,CCL   210618C00022500,22.5,22.2222222222222,CCL   210618C00025000,25,10,CCL   210618C00030000,30,-8.33333333333333,"",30.6,-10.1307189542484
CCL,C,30,CCL   210618C00030000,2021-06-18,CCL   210618C00025000,25,20,CCL   210618C00027500,27.5,9.09090909090909,"",30.6,-1.96078431372549,CCL   210618C00032500,32.5,-7.69230769230769
CCL,C,30.6,"",2021-06-18,CCL   210618C00027500,27.5,11.2727272727273,CCL   210618C00030000,30,2.00000000000001,CCL   210618C00032500,32.5,-5.84615384615384,CCL   210618C00035000,35,-12.5714285714286
CCL,C,32.5,CCL   210618C00032500,2021-06-18,CCL   210618C00030000,30,8.33333333333333,"",30.6,6.20915032679738,CCL   210618C00035000,35,-7.14285714285714,CCL   210618C00037500,37.5,-13.3333333333333
CCL,C,35,CCL   210618C00035000,2021-06-18,"",30.6,14.3790849673203,CCL   210618C00032500,32.5,7.69230769230769,CCL   210618C00037500,37.5,-6.66666666666667,CCL   210618C00040000,40,-12.5
CCL,C,37.5,CCL   210618C00037500,2021-06-18,CCL   210618C00032500,32.5,15.3846153846154,CCL   210618C00035000,35,7.14285714285714,CCL   210618C00040000,40,-6.25,CCL   210618C00042500,42.5,-11.7647058823529
CCL,C,40,CCL   210618C00040000,2021-06-18,CCL   210618C00035000,35,14.2857142857143,CCL   210618C00037500,37.5,6.66666666666667,CCL   210618C00042500,42.5,-5.88235294117647,CCL   210618C00045000,45,-11.1111111111111
CCL,P,20,CCL   210618P00020000,2021-06-18,CCL   210618P00015000,15,33.3333333333333,CCL   210618P00017500,17.5,14.2857142857143,CCL   210618P00022500,22.5,-11.1111111111111,CCL   210618P00025000,25,-20
CCL,P,22.5,CCL   210618P00022500,2021-06-18,CCL   210618P00017500,17.5,28.5714285714286,CCL   210618P00020000,20,12.5,CCL   210618P00025000,25,-10,CCL   210618P00027500,27.5,-18.1818181818182
CCL,P,25,CCL   210618P00025000,2021-06-18,CCL   210618P00020000,20,25,CCL   210618P00022500,22.5,11.1111111111111,CCL   210618P00027500,27.5,-9.09090909090909,CCL   210618P00030000,30,-16.6666666666667
CCL,P,27.5,CCL   210618P00027500,2021-06-18,CCL   210618P00022500,22.5,22.2222222222222,CCL   210618P00025000,25,10,CCL   210618P00030000,30,-8.33333333333333,"",30.6,-10.1307189542484
CCL,C,22.5,CCL   210716C00022500,2021-07-16,CCL   210716C00017500,17.5,28.5714285714286,CCL   210716C00020000,20,12.5,CCL   210716C00025000,25,-10,CCL   210716C00027500,27.5,-18.1818181818182
CCL,C,25,CCL   210716C00025000,2021-07-16,CCL   210716C00020000,20,25,CCL   210716C00022500,22.5,11.1111111111111,CCL   210716C00027500,27.5,-9.09090909090909,CCL   210716C00030000,30,-16.6666666666667
CCL,C,27.5,CCL   210716C00027500,2021-07-16,CCL   210716C00022500,22.5,22.2222222222222,CCL   210716C00025000,25,10,CCL   210716C00030000,30,-8.33333333333333,"",30.6,-10.1307189542484
CCL,C,30,CCL   210716C00030000,2021-07-16,CCL   210716C00025000,25,20,CCL   210716C00027500,27.5,9.09090909090909,"",30.6,-1.96078431372549,CCL   210716C00032500,32.5,-7.69230769230769
CCL,C,30.6,"",2021-07-16,CCL   210716C00027500,27.5,11.2727272727273,CCL   210716C00030000,30,2.00000000000001,CCL   210716C00032500,32.5,-5.84615384615384,CCL   210716C00035000,35,-12.5714285714286
CCL,C,32.5,CCL   210716C00032500,2021-07-16,CCL   210716C00030000,30,8.33333333333333,"",30.6,6.20915032679738,CCL   210716C00035000,35,-7.14285714285714,CCL   210716C00037500,37.5,-13.3333333333333
CCL,C,35,CCL   210716C00035000,2021-07-16,"",30.6,14.3790849673203,CCL   210716C00032500,32.5,7.69230769230769,CCL   210716C00037500,37.5,-6.66666666666667,CCL   210716C00040000,40,-12.5
CCL,C,37.5,CCL   210716C00037500,2021-07-16,CCL   210716C00032500,32.5,15.3846153846154,CCL   210716C00035000,35,7.14285714285714,CCL   210716C00040000,40,-6.25,CCL   210716C00045000,45,-16.6666666666667
CCL,P,17.5,CCL   210716P00017500,2021-07-16,CCL   210716P00012500,12.5,40,CCL   210716P00015000,15,16.6666666666667,CCL   210716P00020000,20,-12.5,CCL   210716P00022500,22.5,-22.2222222222222
CCL,P,20,CCL   210716P00020000,2021-07-16,CCL   210716P00015000,15,33.3333333333333,CCL   210716P00017500,17.5,14.2857142857143,CCL   210716P00022500,22.5,-11.1111111111111,CCL   210716P00025000,25,-20
CCL,P,22.5,CCL   210716P00022500,2021-07-16,CCL   210716P00017500,17.5,28.5714285714286,CCL   210716P00020000,20,12.5,CCL   210716P00025000,25,-10,CCL   210716P00027500,27.5,-18.1818181818182
CCL,P,25,CCL   210716P00025000,2021-07-16,CCL   210716P00020000,20,25,CCL   210716P00022500,22.5,11.1111111111111,CCL   210716P00027500,27.5,-9.09090909090909,CCL   210716P00030000,30,-16.6666666666667
CCL,P,27.5,CCL   210716P00027500,2021-07-16,CCL   210716P00022500,22.5,22.2222222222222,CCL   210716P00025000,25,10,CCL   210716P00030000,30,-8.33333333333333,"",30.6,-10.1307189542484
CDXC,C,17.5,CDXC  210820C00017500,2021-08-20,"",8.95,95.5307262569832,CDXC  210820C00010000,10,75,CDXC  210820C00025000,25,-30,CDXC  210820C00030000,30,-41.6666666666667
CERN,C,80,CERN  210618C00080000,2021-06-18,CERN  210618C00075000,75,6.66666666666667,CERN  210618C00077500,77.5,3.2258064516129,"",80.33,-0.410805427611102,CERN  210618C00082500,82.5,-3.03030303030303
CERN,C,80.33,"",2021-06-18,CERN  210618C00077500,77.5,3.6516129032258,CERN  210618C00080000,80,0.412499999999998,CERN  210618C00082500,82.5,-2.63030303030303,CERN  210618C00085000,85,-5.49411764705883
CGC,C,27.5,CGC   210716C00027500,2021-07-16,"",24.19,13.6833402232327,CGC   210716C00025000,25,10,CGC   210716C00030000,30,-8.33333333333333,CGC   210716C00035000,35,-21.4285714285714
CGC,C,30,CGC   210716C00030000,2021-07-16,CGC   210716C00025000,25,20,CGC   210716C00027500,27.5,9.09090909090909,CGC   210716C00035000,35,-14.2857142857143,CGC   210716C00040000,40,-25
CGC,C,35,CGC   210716C00035000,2021-07-16,CGC   210716C00027500,27.5,27.2727272727273,CGC   210716C00030000,30,16.6666666666667,CGC   210716C00040000,40,-12.5,CGC   210716C00045000,45,-22.2222222222222
CGC,C,40,CGC   210716C00040000,2021-07-16,CGC   210716C00030000,30,33.3333333333333,CGC   210716C00035000,35,14.2857142857143,CGC   210716C00045000,45,-11.1111111111111,CGC   210716C00050000,50,-20
CGC,C,45,CGC   210716C00045000,2021-07-16,CGC   210716C00035000,35,28.5714285714286,CGC   210716C00040000,40,12.5,CGC   210716C00050000,50,-10,CGC   210716C00060000,60,-25
CL,C,84.01,"",2021-08-20,CL    210820C00080000,80,5.01250000000001,CL    210820C00082500,82.5,1.83030303030304,CL    210820C00085000,85,-1.16470588235294,CL    210820C00090000,90,-6.65555555555555
CLDR,C,15.82,"",2021-06-18,CLDR  210618C00012500,12.5,26.56,CLDR  210618C00015000,15,5.46666666666667,CLDR  210618C00017500,17.5,-9.6,CLDR  210618C00020000,20,-20.9
CLDR,C,17.5,CLDR  210618C00017500,2021-06-18,CLDR  210618C00015000,15,16.6666666666667,"",15.82,10.6194690265487,CLDR  210618C00020000,20,-12.5,CLDR  210618C00025000,25,-30
CLDR,P,10,CLDR  210618P00010000,2021-06-18,CLDR  210618P00005000,5,100,CLDR  210618P00007500,7.5,33.3333333333333,CLDR  210618P00012500,12.5,-20,CLDR  210618P00015000,15,-33.3333333333333
CLDR,P,12.5,CLDR  210618P00012500,2021-06-18,CLDR  210618P00007500,7.5,66.6666666666667,CLDR  210618P00010000,10,25,CLDR  210618P00015000,15,-16.6666666666667,"",15.82,-20.9860935524652
CLF,C,20,CLF   210716C00020000,2021-07-16,CLF   210716C00015000,15,33.3333333333333,"",19.95,0.250626566416044,CLF   210716C00025000,25,-20,CLF   210716C00030000,30,-33.3333333333333
CLOV,C,10,CLOV  210820C00010000,2021-08-20,CLOV  210820C00007500,7.5,33.3333333333333,"",9.03,10.7419712070875,CLOV  210820C00012500,12.5,-20,CLOV  210820C00015000,15,-33.3333333333333
CLOV,C,12.5,CLOV  210820C00012500,2021-08-20,"",9.03,38.4274640088594,CLOV  210820C00010000,10,25,CLOV  210820C00015000,15,-16.6666666666667,CLOV  210820C00017500,17.5,-28.5714285714286
CLOV,C,15,CLOV  210820C00015000,2021-08-20,CLOV  210820C00010000,10,50,CLOV  210820C00012500,12.5,20,CLOV  210820C00017500,17.5,-14.2857142857143,CLOV  210820C00020000,20,-25
CLOV,C,17.5,CLOV  210820C00017500,2021-08-20,CLOV  210820C00012500,12.5,40,CLOV  210820C00015000,15,16.6666666666667,CLOV  210820C00020000,20,-12.5,CLOV  210820C00022500,22.5,-22.2222222222222
CLOV,C,20,CLOV  210820C00020000,2021-08-20,CLOV  210820C00015000,15,33.3333333333333,CLOV  210820C00017500,17.5,14.2857142857143,CLOV  210820C00022500,22.5,-11.1111111111111,CLOV  210820C00030000,30,-33.3333333333333
CLOV,P,9.03,"",2021-08-20,CLOV  210820P00005000,5,80.6,CLOV  210820P00007500,7.5,20.4,CLOV  210820P00010000,10,-9.70000000000001,CLOV  210820P00012500,12.5,-27.76
CLOV,P,10,CLOV  210820P00010000,2021-08-20,CLOV  210820P00007500,7.5,33.3333333333333,"",9.03,10.7419712070875,CLOV  210820P00012500,12.5,-20,CLOV  210820P00015000,15,-33.3333333333333
CLVR,C,12.5,CLVR  210820C00012500,2021-08-20,CLVR  210820C00010000,10,25,"",10.77,16.0631383472609,CLVR  210820C00015000,15,-16.6666666666667,CLVR  210820C00017500,17.5,-28.5714285714286
CLVR,C,15,CLVR  210820C00015000,2021-08-20,"",10.77,39.2757660167131,CLVR  210820C00012500,12.5,20,CLVR  210820C00017500,17.5,-14.2857142857143,CLVR  210820C00020000,20,-25
CLVR,C,17.5,CLVR  210820C00017500,2021-08-20,CLVR  210820C00012500,12.5,40,CLVR  210820C00015000,15,16.6666666666667,CLVR  210820C00020000,20,-12.5,CLVR  210820C00022500,22.5,-22.2222222222222
CLVR,C,20,CLVR  210820C00020000,2021-08-20,CLVR  210820C00015000,15,33.3333333333333,CLVR  210820C00017500,17.5,14.2857142857143,CLVR  210820C00022500,22.5,-11.1111111111111,CLVR  210820C00025000,25,-20
CLVR,C,22.5,CLVR  210820C00022500,2021-08-20,CLVR  210820C00017500,17.5,28.5714285714286,CLVR  210820C00020000,20,12.5,CLVR  210820C00025000,25,-10,CLVR  210820C00035000,35,-35.7142857142857
CMCSA,C,50,CMCSA 210618C00050000,2021-06-18,CMCSA 210618C00045000,45,11.1111111111111,CMCSA 210618C00047500,47.5,5.26315789473684,CMCSA 210618C00052500,52.5,-4.76190476190476,CMCSA 210618C00055000,55,-9.09090909090909
CMCSA,C,52.5,CMCSA 210618C00052500,2021-06-18,CMCSA 210618C00047500,47.5,10.5263157894737,CMCSA 210618C00050000,50,5,CMCSA 210618C00055000,55,-4.54545454545455,"",57.19,-8.20073439412485
CMCSA,C,55,CMCSA 210618C00055000,2021-06-18,CMCSA 210618C00050000,50,10,CMCSA 210618C00052500,52.5,4.76190476190476,"",57.19,-3.82934079384509,CMCSA 210618C00057500,57.5,-4.34782608695652
CMCSA,C,57.19,"",2021-06-18,CMCSA 210618C00052500,52.5,8.93333333333334,CMCSA 210618C00055000,55,3.98181818181819,CMCSA 210618C00057500,57.5,-0.5391304347826,CMCSA 210618C00060000,60,-4.68333333333333
CMCSA,C,57.5,CMCSA 210618C00057500,2021-06-18,CMCSA 210618C00055000,55,4.54545454545455,"",57.19,0.542052806434683,CMCSA 210618C00060000,60,-4.16666666666667,CMCSA 210618C00062500,62.5,-8
CMCSA,C,60,CMCSA 210618C00060000,2021-06-18,"",57.19,4.91344640671445,CMCSA 210618C00057500,57.5,4.34782608695652,CMCSA 210618C00062500,62.5,-4,CMCSA 210618C00065000,65,-7.69230769230769
